id,school_name,qs_ranking,country_region,broad_category,specific_field,program_name,program_url,graduate_school_url,degree_type,duration,acceptance_rate,crawl_status,language_requirements,program_details,university_logo
77,National University of Singapore (NUS),8,Singapore,Engineering,Engineering,Aerospace Engineering,https://www.nationaluniversityofsingaporenus.edu/programs/aerospace-engineering,https://www.nationaluniversityofsingaporenus.edu/graduate-admissions/,PhD,5-6 years,5.3,成功,"English Language Requirements: TOEFL iBT: 92+, IELTS: 7.0+. Additional Testing: GRE General: 326+.","Program Overview: The Aerospace Engineering program at National University of Singapore (NUS) is a PhD degree program in Engineering. This 5-6 years program is offered at a world-renowned university ranked #8 globally. Tuition and Fees: S$33,999 per year. Academic Prerequisites: Engineering fundamentals, Mathematics through differential equations, Computer programming skills. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 5,251 applications annually with an acceptance rate of 5.3%, admitting around 278 students. Career Prospects: Alumni work in engineering firms, technology companies, research labs, and government agencies.",/home/ubuntu/university_logos/National_University_of_Singapore_NUS_logo.png
78,National University of Singapore (NUS),8,Singapore,Engineering,Engineering,Civil Engineering,https://www.nationaluniversityofsingaporenus.edu/programs/civil-engineering,https://www.nationaluniversityofsingaporenus.edu/graduate-admissions/,PhD,4-5 years,3.0,成功,"English Language Requirements: TOEFL iBT: 89+, IELTS: 7.0+. Additional Testing: No additional tests required.","Program Overview: The Civil Engineering program at National University of Singapore (NUS) is a PhD degree program in Engineering. This 4-5 years program is offered at a world-renowned university ranked #8 globally. Tuition and Fees: S$45,746 per year. Academic Prerequisites: Engineering fundamentals, Mathematics through differential equations, Computer programming skills. GPA Requirements: Minimum GPA: 3.7/4.0 (highly competitive). Admission Statistics: The program receives approximately 3,152 applications annually with an acceptance rate of 3.0%, admitting around 94 students. Career Prospects: Alumni work in engineering firms, technology companies, research labs, and government agencies.",/home/ubuntu/university_logos/National_University_of_Singapore_NUS_logo.png
79,National University of Singapore (NUS),8,Singapore,Engineering,Engineering,Chemical Engineering,https://www.nationaluniversityofsingaporenus.edu/programs/chemical-engineering,https://www.nationaluniversityofsingaporenus.edu/graduate-admissions/,MEng,1.5 years,6.8,成功,"English Language Requirements: TOEFL iBT: 91+, IELTS: 6.5+. Additional Testing: No additional tests required.","Program Overview: The Chemical Engineering program at National University of Singapore (NUS) is a MEng degree program in Engineering. This 1.5 years program is offered at a world-renowned university ranked #8 globally. Tuition and Fees: S$50,510 per year. Academic Prerequisites: Engineering fundamentals, Mathematics through differential equations, Computer programming skills. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 1,894 applications annually with an acceptance rate of 6.8%, admitting around 128 students. Career Prospects: Alumni work in engineering firms, technology companies, research labs, and government agencies.",/home/ubuntu/university_logos/National_University_of_Singapore_NUS_logo.png
80,National University of Singapore (NUS),8,Singapore,Business,Business,International Business,https://www.nationaluniversityofsingaporenus.edu/programs/international-business,https://www.nationaluniversityofsingaporenus.edu/graduate-admissions/,MBA,2 years,3.0,成功,"English Language Requirements: TOEFL iBT: 95+, IELTS: 7.0+. Additional Testing: No additional tests required.","Program Overview: The International Business program at National University of Singapore (NUS) is a MBA degree program in Business. This 2 years program is offered at a world-renowned university ranked #8 globally. Tuition and Fees: S$42,994 per year. Academic Prerequisites: Any bachelor's degree, Work experience varies by program, Business fundamentals helpful but not required. GPA Requirements: Minimum GPA: 3.9/4.0 (highly competitive). Admission Statistics: The program receives approximately 2,479 applications annually with an acceptance rate of 3.0%, admitting around 74 students. Career Prospects: Graduates advance to leadership positions in corporations, consulting, finance, and entrepreneurship.",/home/ubuntu/university_logos/National_University_of_Singapore_NUS_logo.png
81,National University of Singapore (NUS),8,Singapore,Sciences,Sciences,Environmental Science,https://www.nationaluniversityofsingaporenus.edu/programs/environmental-science,https://www.nationaluniversityofsingaporenus.edu/graduate-admissions/,MS,2 years,11.2,成功,"English Language Requirements: TOEFL iBT: 85+, IELTS: 6.5+. Additional Testing: GRE General: 312+.","Program Overview: The Environmental Science program at National University of Singapore (NUS) is a MS degree program in Sciences. This 2 years program is offered at a world-renowned university ranked #8 globally. Tuition and Fees: S$36,254 per year. Academic Prerequisites: Undergraduate degree in related field, Statistics coursework, Research methods, Scientific writing skills. GPA Requirements: Minimum GPA: 3.9/4.0 (highly competitive). Admission Statistics: The program receives approximately 2,237 applications annually with an acceptance rate of 11.2%, admitting around 250 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/National_University_of_Singapore_NUS_logo.png
82,National University of Singapore (NUS),8,Singapore,Sciences,Sciences,Biology,https://www.nationaluniversityofsingaporenus.edu/programs/biology,https://www.nationaluniversityofsingaporenus.edu/graduate-admissions/,PhD,4-6 years,3.4,成功,"English Language Requirements: TOEFL iBT: 92+, IELTS: 6.5+. Additional Testing: No additional tests required.","Program Overview: The Biology program at National University of Singapore (NUS) is a PhD degree program in Sciences. This 4-6 years program is offered at a world-renowned university ranked #8 globally. Tuition and Fees: S$35,475 per year. Academic Prerequisites: Science background, Mathematics through calculus, Laboratory skills, Independent research experience. GPA Requirements: Minimum GPA: 3.7/4.0 (highly competitive). Admission Statistics: The program receives approximately 7,394 applications annually with an acceptance rate of 3.4%, admitting around 251 students. Career Prospects: Alumni pursue diverse careers in academia, industry, government, and non-profit organizations.",/home/ubuntu/university_logos/National_University_of_Singapore_NUS_logo.png
83,National University of Singapore (NUS),8,Singapore,Medicine,Medicine,Medicine,https://www.nationaluniversityofsingaporenus.edu/programs/medicine,https://www.nationaluniversityofsingaporenus.edu/graduate-admissions/,MD,4 years,3.0,成功,"English Language Requirements: TOEFL iBT: 85+, IELTS: 7.0+. Additional Testing: Medical aptitude test required.","Program Overview: The Medicine program at National University of Singapore (NUS) is a MD degree program in Medicine. This 4 years program is offered at a world-renowned university ranked #8 globally. Tuition and Fees: S$65,302 per year. Academic Prerequisites: Relevant undergraduate degree, Laboratory experience, Strong science foundation, Research interests. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 5,848 applications annually with an acceptance rate of 3.0%, admitting around 175 students. Career Prospects: Alumni become practicing physicians, researchers, healthcare administrators, and medical educators.",/home/ubuntu/university_logos/National_University_of_Singapore_NUS_logo.png
84,University College London (UCL),9,United Kingdom,Computer Science,Computer Science,Artificial Intelligence,https://www.universitycollegelondonucl.edu/programs/artificial-intelligence,https://www.universitycollegelondonucl.edu/graduate-admissions/,MS,2 years,4.2,成功,"English Language Requirements: IELTS: 8.0+, TOEFL iBT: 112+. Additional Testing: GRE General: 313+.","Program Overview: The Artificial Intelligence program at University College London (UCL) is a MS degree program in Computer Science. This 2 years program is offered at a world-renowned university ranked #9 globally. Tuition and Fees: £33,246 per year. Academic Prerequisites: Strong mathematical background including Calculus, Linear Algebra, Statistics, Programming proficiency required. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 6,595 applications annually with an acceptance rate of 4.2%, admitting around 276 students. Career Prospects: Graduates pursue careers in technology companies, research institutions, startups, and continue with doctoral studies.",/home/ubuntu/university_logos/University_College_London_UCL_logo.png
85,University College London (UCL),9,United Kingdom,Engineering,Engineering,Civil Engineering,https://www.universitycollegelondonucl.edu/programs/civil-engineering,https://www.universitycollegelondonucl.edu/graduate-admissions/,PhD,4-5 years,3.8,成功,"English Language Requirements: IELTS: 8.0+, TOEFL iBT: 105+. Additional Testing: GRE General: 313+.","Program Overview: The Civil Engineering program at University College London (UCL) is a PhD degree program in Engineering. This 4-5 years program is offered at a world-renowned university ranked #9 globally. Tuition and Fees: £48,009 per year. Academic Prerequisites: Bachelor's degree in Engineering, Calculus I-III, Linear Algebra, Differential Equations, Physics I-II. GPA Requirements: Minimum GPA: 3.7/4.0 (highly competitive). Admission Statistics: The program receives approximately 7,401 applications annually with an acceptance rate of 3.8%, admitting around 281 students. Career Prospects: Alumni work in engineering firms, technology companies, research labs, and government agencies.",/home/ubuntu/university_logos/University_College_London_UCL_logo.png
86,University College London (UCL),9,United Kingdom,Engineering,Engineering,Mechanical Engineering,https://www.universitycollegelondonucl.edu/programs/mechanical-engineering,https://www.universitycollegelondonucl.edu/graduate-admissions/,MEng,1.5 years,10.1,成功,"English Language Requirements: IELTS: 7.5+, TOEFL iBT: 112+. Additional Testing: GRE General: 316+.","Program Overview: The Mechanical Engineering program at University College London (UCL) is a MEng degree program in Engineering. This 1.5 years program is offered at a world-renowned university ranked #9 globally. Tuition and Fees: £46,930 per year. Academic Prerequisites: Bachelor's degree in Engineering, Calculus I-III, Linear Algebra, Differential Equations, Physics I-II. GPA Requirements: Minimum GPA: 3.8/4.0 (highly competitive). Admission Statistics: The program receives approximately 1,934 applications annually with an acceptance rate of 10.1%, admitting around 195 students. Career Prospects: Alumni work in engineering firms, technology companies, research labs, and government agencies.",/home/ubuntu/university_logos/University_College_London_UCL_logo.png
